url,original_bedrijf,original_solliciteren,company_name,location,contact_person,email_addresses,phone_numbers,address
https://www.jobontop.be/vacatures/vacature-barverantwoordelijke-vast-of-flexi-4934430-13.html,"Word jij het gezicht vanNOMAD, de nieuwe mediterrane hotspot inAntwerpen?Binnenkort opent NOMAD de deuren op een unieke locatie in het hart van Antwerpen. Een nieuwe plek waar zon, smaak en samen genieten centraal staan. Denk: kleurrijke mediterrane gerechten, een sharing concept dat verbindt, verfijnde cocktails, DJ’s die de sfeer aanwakkeren, en een stijlvolle setting waarin de stad en vakantie samenkomen.NOMAD is een oase van ontspanning en beleving, waar levensgenieters, locals en nieuwsgierige foodies terecht kunnen voor een avond vol warmte, ambiance en puur genieten. Hier draait alles om kwaliteit, gastvrijheid en de juiste vibe.Maar dat is slechts het begin.NOMAD maakt deel uit van een krachtige restaurantgroep, bekend van iconische zaken zoals Belga Queen Brussels en The View Mechelen. Dat betekent voor jou:Een stabiele, goed georganiseerde werkomgevingRuimte voor persoonlijke groei en doorgroeimogelijkhedenCreatieve vrijheid binnen een professioneel kaderWe zoeken mensen met goesting, persoonlijkheid en een hart voor horeca. Teamspelers met flair, die mee willen bouwen aan een verhaal vol smaak en energie.Ben jij klaar om mee te schrijven aan het NOMAD-verhaal?Stap in ons team en word deel van een levendige, warme en vernieuwende culinaire bestemming in Antwerpen.",Solliciteren viaJobs@omengroup.beof via de button onderaan deze advertentieAdres:Jan Van Rijswijcklaan 1552018 Antwerpen,,Antwerpen,,viajobs@omengroup.beof,,Jan Van Rijswijcklaan 1552018 Antwerpen
https://www.jobontop.be/vacatures/vacature-flexi-zaalmedewerker-4934358-13.html,"Gelegen aan de Veltwijcklaan teEkeren, vindt UGrand-Café Het District. De oude bouwstijl wordt verenigd met een industrieel aandoende serre. Warme hoogwaardige materialen in combinatie met de strakke lijnen van het staal, zetten de sfeer voor stijlvol tafelen. Onze chef bereidt een licht klassiek Franse keuken met hedendaagse presentatie en vormt zo de basis van onze kaart. De toepassing van de nieuwste keukentechnieken op alledaagse seizoensproducten zorgen aanvullend voor creatieve suggesties.",Adres van de werkplek :Veltwijcklaan 482180 EkerenContactpersoon bij sollicitatie :Maes GuntherTelefoonnummer :0474/91.24.23Mailadres :1969guan@gmail.comOf via de buttons onderaan deze advertentie,Gelegen,Ekeren,Maes Gunther,1969guan@gmail.comof,0474/91.24,Veltwijcklaan 482180 EkerenContactpersoon
https://www.jobontop.be/vacatures/vacature-park-west-zoekt-ervaren-flexi-of-student-zaal-4934364-13.html,"Park West, op vijf minuten van het centrum van Antwerpen, steunt op drie pijlers: restaurant, buitenbar en feestzaal. Een oude boerderij in combinatie met een hedendaagse strakke inrichting vormt de setting voor een breed publiek. Gastronomische kwaliteit wordt gekoppeld aan de laagdrempeligheid van een bistro. De kaart bestaat uit gerechten geïnspireerd op de klassieke Franse keuken, maar bevat ook risotto’s en pasta’s voor wie het allemaal wat eenvoudiger wil.Wie zijn wij:Sinds 1999 één van de gevestigde waarden in de Antwerpse horecaOnze wijnkaart met ruim 360 referenties werd onlangs bekroond door Wine Spectator met ‘The Award of Excellence’Overdekte en verwarmde trendy buitenbarPrachtige aparte feestzaal voor allerlei eventsWaarom Park West?Een  professionele werkomgeving  binnen een collegiale werksfeerWerken in een groene oase tussen de boomgaarden, nabij de stadMakkelijk bereikbaar: openbaar vervoer, Antwerps fietspuntEen aantrekkelijk salarisKortingen op tal van merken – van Zalando tot Expedia en van Philips tot de Efteling – via Benefits at Work",Stuur je cv en motivatie naarhr@parkwest.bet.a.v. Kim LeyssenOf via de sollicitatie button onderaan de advertentieAdres van de werkplek:Park WestRooiplein 62600 Berchem,Park West,Antwerpen,,naarhr@parkwest.bet,,Park WestRooiplein 62600 Berchem
https://www.jobontop.be/vacatures/vacature-keukenmedewerker-vast-flexi-student-4934255-13.html,Net buiten en weg van de drukte vanLeuvenserveertBistroMariettecreatieve seizoensgebonden sharing gerechten in een trendy concept. Wegens aanhoudende drukte zijn wij op zoek naar uitbreiding van ons team.,Bistro Mariettetav. Karin MerciWeggevoerdenstraat 1523012 LeuvenTel:0474/48.35.89Mail:Info@bistromariette.beOf gebruik de sollicitatie button onderaan deze pagina.,Net,Leuven,,info@bistromariette.beof,0474/48.35,Karin MerciWeggevoerdenstraat 1523012 LeuvenTel
https://www.jobontop.be/vacatures/vacature-zaalmedewerker-vast-flexi-student-4934254-13.html,Net buiten en weg van de drukte vanLeuvenserveertBistro Mariettecreatieve seizoensgebonden sharing gerechten in een trendy concept. Wegens aanhoudende drukte zijn wij op zoek naar uitbreiding van ons team.,Bistro Mariettetav. Karin MerciWeggevoerdenstraat 1523012 LeuvenTel:0474/48.35.89Mail:Info@bistromariette.beOf gebruik de sollicitatie button onderaan deze pagina.,Net,Leuven,,info@bistromariette.beof,0474/48.35,Karin MerciWeggevoerdenstraat 1523012 LeuvenTel
https://www.jobontop.be/vacatures/vacature-gemotiveerde-collega-hulpkok-vast-of-flexi-4934094-13.html,"Brasserie Het Brughuis, ooit de oudste herberg vanLeest, sinds jaren een culinaire vaste waarde aan de rand van Mechelen.Om onze verdere groei te kunnen garanderen, zijn we op zoek naar een extra kok.",Het BrughuisPastoor De Heuckstraat 132811 LeestContactpersoon:Khalil Hassouniinfo@hetbrughuis.euOf via de button onderaan deze pagina,Brughu,Mechelen,,hassouniinfo@hetbrughuis.euof,,Het BrughuisPastoor De Heuckstraat 132811 LeestContactpersoon
https://www.jobontop.be/vacatures/vacature-barmedewerker-ferrier-30-vast-–-flexi-–-student-4933980-13.html,"Ferrier30is een bruisende plek waar gastronomie, beleving en gastvrijheid samenkomen op hetAntwerpse ZuidVoor onze bar zoeken we een gepassioneerde barmedewerker die houdt van sfeer maken, kwaliteit serveren en mensen gelukkig zien vertrekken.",Adres van de werkplek:Ferrier 30Leopold De Waelplaats 302000 AntwerpenKlaar om achter onze bar te schitteren?We kijken je sollicitatie graag tegemoet!Solliciteren kan enkel via deze link:https://lepristineantwerp.recruitee.com/o/barmedewerker-ferrier-30,Ferrier30,Antwerpen,,,,Leopold De Waelplaats 302000 AntwerpenKlaar om ach
https://www.jobontop.be/vacatures/vacature-student-flexi-voor-zaal-4933865-13.html,"Frajo'sis een gekende brasseries in het Shopping center vanWijnegem. Met een typische brasserie kaart met moderne twist. Klanten goed ontvangen , ze welkom laten voelen is belangrijk voor ons. Prijs-kwaliteit leveren is een doel en uitdaging.",Adres van de werkplek :Turnhoutsebaan 52110 Wijnegem (shopping Wijnegem)Contactpersoon bij de sollicitatie:Elien van GhelderTelefoonnummer:0484 / 62 21 25Mailadres :info@frajosgrandcafe.beOf via de button onderaan deze advertentie,Frajo's,Wijnegem,Elien van Ghelder,info@frajosgrandcafe.beof,,Turnhoutsebaan 52110 Wijnegem
https://www.jobontop.be/vacatures/vacature-flexi-keukenmedewerker-koude-kant-4933710-13.html,"Bij Brasserie-RestaurantCarlton, in het historisch centrum vanMechelen, is iedereen van harte welkom voor gerechten uit de Franse en Belgische keuken zoals gebakken eendenlever en de bijzondere Filet Pur Bally Shannon. Deze worden geserveerd in het moderne en sfeervolle interieur van onze brasserie. Ook als visliefhebber heeft u volop keuze. Kies uw eigen kreeft uit het Homarium! Voor de kleine trek biedt de brasseriekaart lekkere gerechten zoals huisgemaakte kroketjes en salades.",Adres van de werkplek:Brasserie Carlton (VETO)Grote Markt 342800 MECHELENHeer Van der Waals Patrick | ZaakvoerderTel 015-201880Jobs@brasserie-carlton.beOf via de button onderaan deze pagina.,Bij Brasserie-RestaurantCarlton,Mechelen,MECHELENHeer Van der Waals Patrick,015-201880jobs@brasserie-carlton.beof,015-201880,Grote Markt 342800 MECHELENHeer Van der
https://www.jobontop.be/vacatures/vacature-sous-chef-keukenhulp-vast-of-flexi-4933009-13.html,Cèsiis een nieuw concept in hartjeHasselt. Een wereldse keuken afgewerkt met Oosterse invloeden. Aantrekkelijk interieur. Huiselijke sfeer. Open keuken. Lunch & diner. 28 couverts.,"Adres van de werkplek:Aldestraat 20, 3500 HasseltContactpersoon bij de sollicitatie: FrederiqueTelefoonnummer:0493/19.47.04Mailadres voor sollicitatie:Info@cesicuisine.beOf via de button onderaan deze advertentie",Cèsi,Hasselt,,info@cesicuisine.beof,0493/19.47,"Aldestraat 20, 3500 Hasselt"
https://www.jobontop.be/vacatures/vacature-bar-zaalmedewerker-m-v-vast-flexi-4932818-13.html,Caro’sis een Italiaans culinair restaurant dat heerlijk eten combineert met een uitstekende bediening en is gelegen op de Markt inGeel.,Adres van de werkplek:Markt 51AGeelSolliciteren:Of via whatsapp naar nr. 0489637625 of 0471409109Of via mail:info@caross.beof via de button onderaan deze advertentie,Caro’s,Geel,,info@caross.beof,0489637625; 0471409109,
https://www.jobontop.be/vacatures/vacature-barman-barvrouw-deeltijds-flexi-4932660-13.html,"U Eat & Sleepbiedt een gewaardeerd restaurant, een small luxury 4-sterren boutique hotel met 15 luxueuze kamers & een trendy cocktailbar. U beleeft elk aspect apart of u combineert het tot een unieke totaalbeleving. Geniet van een betoverende sfeer aan de Antwerpse jachthaven en het MAS.",U Eat & Sleeptav Hans OttenNassaustraat 422000 AntwerpenT:03 201 90 70M:Hans@u-eatsleep.beOf gebruik de sollicitatie button onderaan de pagina.,U Eat & Sleepbiedt,Antwerpen,,hans@u-eatsleep.beof,032019070,Sleeptav Hans OttenNassaustraat 422000 AntwerpenT
https://www.jobontop.be/vacatures/vacature-zaal-barmedewerker-vast-flexi-student-4932527-13.html,"Eten bij deBomma, dat is genieten van een eenvoudige, plezierige keuken met een tikkeltje nostalgie. In het hartje vanAntwerpenaan de Suikerui kan je ultieme troostkost en Vlaamse klassiekers eten. Zoals jij ze het liefste hebt. Hoe? Je combineert naar hartenlust jouw lievelingsingrediënten en stelt een maaltijd naar keuze samen. Een hommage aan de volkskeuken én aan jouw persoonlijke smaak. Zo vernieuwend kan traditie zijn! Op de werkvloer van Restaurant ‘De Bomma’ zal structuur je ontwikkeling ondersteunen en zal je met volle vertrouwen op een gemoedelijke manier klanten een gezellige avond bieden. Wil jij op een gezellige huiselijke manier klanten zich écht thuis doen voelen? Dan ben jij de kandidaat die we zoeken",Adres van de werkplek:Willem Ogierplaats 3 2000 AntwerpenContactpersoon bij de sollicitatie:Sharon DevisMailadres voor sollicitatie:Jobs@restaurantdebomma.beOf solliciteer via de button onderaan deze advertentie.,Eten bij deBomma,Antwerpen,,jobs@restaurantdebomma.beof,,Willem Ogierplaats 3 2000 Antwerpen
https://www.jobontop.be/vacatures/vacature-barman-barvrouw-deeltijds-4932493-13.html,Tamois een hip Thais / Aziatisch restaurantje op het Zuid inAntwerpen. Met ons vintage en antiek interieur zorgen we graag voor een huiselijke sfeer zodat gasten heerlijk kunnen genieten van een Thaise curry of een Oosters wok gerecht.,Tamotav. ChewitVolkstraat 442000 ANTWERPENT.:0032 (0)3 689 99 49M.:tamo.antwerp@gmail.comOf solliciteer via de button onderaan deze pagina.,Tamo,Antwerpen,,tamo.antwerp@gmail.comof,,ChewitVolkstraat 442000 ANTWERPENT
https://www.jobontop.be/vacatures/vacature-rangkelner-m-v-flexi-4932471-13.html,"Antwerpenheeft er een nieuw exquise restaurant bij,Cella. Cella gebouwd in een voormalige hangar met prachtig zicht op het Kattendijkdok heeft zijn start zeker niet gemist. Cella is ontstaan na het tijdelijk sluiten van restaurant Het Pomphuis, het ganse team bewijst zich dag na dag om te laten zien dat vertoeven in Cella een ware belevenis is. Van uitmuntend bereide cocktails bereid door onze barmannen tot dagelijks vers bereide topgerechten onder leiding van onze chef Christophe. Een waar genot voor ons om te geven, een waar genot voor onze gasten om van te genieten.",Adres van de werkplek:Kattendijkdok-Oostkaai 21b2000 AntwerpenContactpersoon bij de sollicitatie:Johan Van DesselTelefoonnummer:03/535 05 69Mailadres voor sollicitatie:Johan@cella.beOf via de button onderaan deze advertentie,Antwerpen,Antwerpen,Johan Van Dessel,johan@cella.beof,03/5350569,Kattendijkdok-Oostkaai 21b2000 Antwerpen
https://www.jobontop.be/vacatures/vacature-afwasser-flexi-4932468-13.html,Sams'deliis een dagzaak gevestigd in de Beurs voor Diamanthandel in het hartje van de stationsbuurt vanAntwerpen.,Adres van de werkplek:Hoveniersstraat 512018 AntwerpenSolliciteren:contactpersoon: Lenitel:0475.60.27.07mail:samsfood1@gmail.comOf via de button onderaan deze advertentie,Sams'deli,Antwerpen,Leni,samsfood1@gmail.comof,0475.60.27,Hoveniersstraat 512018 AntwerpenSolliciteren
https://www.jobontop.be/vacatures/vacature-kok-chineese-keuken-daguren-flexi-4932467-13.html,Sams'deliis een dagzaak gevestigd in de Beurs voor Diamanthandel in het hartje van de stationsbuurt vanAntwerpen.,Adres van de werkplek:Hoveniersstraat 512018 AntwerpenSolliciteren:contactpersoon: Lenitel:0475.60.27.07mail:samsfood1@gmail.comOf via de button onderaan deze advertentie,Sams'deli,Antwerpen,Leni,samsfood1@gmail.comof,0475.60.27,Hoveniersstraat 512018 AntwerpenSolliciteren
https://www.jobontop.be/vacatures/vacature-flexi-parttime-keuken-4932126-13.html,"Bar Raketis een funky foodbar in Antwerpen. ChefThomas Snijdersgeeft in Bar Raket een bijzondere kijk op zijn smaakvolle, eclectische keuken. Dit casual dining concept is 'the place to be' en tegelijk een blijver in culinairAntwerpen.",Bar Rakettav. SashaBresstraat 102000 Antwerpensasha.barraket@gmail.comOf gebruik de sollicitatie button onderaan deze pagina.,Raketis een funky foodbar,Antwerpen,,antwerpensasha.barraket@gmail.comof,,SashaBresstraat 102000 Antwerpensasha
https://www.jobontop.be/vacatures/vacature-flexijobber-zaal-bar-4932125-13.html,"InPAMPASteAntwerpenwordt het beste van de Zuid-Amerikaanse keuken gecombineerd met onze Europese smaak en gewoontes. Rodizio is de typisch Braziliaanse manier van vlees bereiden waarbij verschillende soorten vlees langzaam boven een houtskoolvuur worden gegrild. In een eigentijds, warm en gezellig kader genieten onze klanten van een lekkere mojito of caiperinha, klaargemaakt met verse ingrediënten op traditionele wijze. Er is een uitgebreid Zuid-Amerikaans wijnaanbod, zuiderse tapas en vlees en vis van de grill à volonté. Onze heerlijke huisgemaakte desserts of een pittige Havanna of Brazilian Coffee, daarvoor komen onze klanten terug!Pampas is een goeddraaiend grillrestaurant met Zuid-Amerikaanse invloed.",PampasLange Lobroekstraat 105-1112600 AntwerpenContactpersoon bij de sollicitatie:Gaethan SuffysTelefoonnummer: 0478041739Mailadres voor sollicitatie:gaethan@pampas.beOf solliciteer via de button onderaan deze advertentie,InPAMPAS te Antwerpen,Antwerpen,Gaethan Suffys,gaethan@pampas.beof,0478041739; 05-1112600,2600 AntwerpenContactperso
https://www.jobontop.be/vacatures/vacature-extra-flexi-student-met-ervaring-dinsdag-donderdagavond-4932038-13.html,"Restaurant Euryanthein het centrum vanSchildeis eenvoudig te bereiken met het openbaar vervoer (bus stopt aan restaurant).Deze zaak wil een plek zijn waar iedereen – jong en oud, privé en zakelijk – zich welkom voelt, en dit zowel 's middags als 's avonds. Gastvrouw Ingrid verwelkomt de gasten met een welgemeende glimlach. Ze staat garant voor de huiselijke, persoonlijke sfeer die in het restaurant heerst.Het restaurant is ondergebracht in het voormalige brouwershuis van het vroegere Schilda Bier. Dit statige gebouw met hoge plafonds biedt u het perfecte historische decor om aangenaam te tafelen. De klassieke, sobere inrichting met het veelvuldig terugkomen van wit in al zijn nuances, brengt u meteen tot rust. Op de achtergrond speelt klassieke muziek, het kaarslicht zorgt voor de intimistische sfeer.Chef-kok Stefan Vanhove startte zijn carrière aan hotelschool Ter Duinen in Koksijde. Na verschillende stages in binnen- en buitenlandse toprestaurants waaronder in Zwitserland en Frankrijk, opende hij in 1994 zijn eigen restaurant met echtgenote Ingrid. Al die jaren bleef chef-kok Stefan Vanhove trouw aan zijn visie op wat een klassiek Frans gerecht hoort te zijn: pure eenvoud, gemaakt met respect voor het product én zuiders geïnspireerd.",Restaurant EuryantheIngrid en Stefan VanhoveTurnhoutsebaan 1772970 Schildetel03/383.30.30info@euryanthe.beOf solliciteer via de button onderaan deze pagina.,Restaurant Euryanthein,Schilde,,383.30.30info@euryanthe.beof,03/383.30.30,theIngrid en Stefan VanhoveTurnhoutsebaan 1772970 Schildetel
https://www.jobontop.be/vacatures/vacature-horecamedewerker-flexi-4932019-13.html,"Vermaat is ooit begonnen bij het St. Antonius ziekenhuis in Nieuwegein en is intussen uitgegroeid tot de referentie binnen de ziekenhuis restauratie met zo’n 50 locaties in Nederland. Buiten de zorg is het bedrijf ook enorm actief in de bedrijfs- en evenementenhoreca, maar ons hart voor de zorg is er nog altijd.Onze medewerkers binnen de ziekenhuizen doen net dat beetje extra voor de gasten, die daar vaak niet voor hun plezier komen. Even in een andere sfeer, genieten van een hapje en een drankje, een extra meelevend woordje of een fijn advies over eten en drinken.Begrip en aandacht. Jij geeft het onze de gasten. En geloof ons: wie veel geeft, krijgt ook veel terug. Mooi voor iedereen, toch?En, inmiddels zijn we ook de grens overgestoken!Sinds september 2023 zijn wij verantwoordelijk voor de uitbating van het restaurant in het nieuwe Cadix ziekenhuis te Antwerpen, hier verzorgen we een heerlijke lunch en diner voor onze gasten. Wij zijn elke dag open van 08u tot 20u, maar het zwaartepunt ligt vooral op doordeweekse dagen. Dat is lekker als je de normale horecatijden zat bent en eens een weekend niet hoeft te werken!  Jouw functie  Met een glimlach ontvang je de gasten in het bezoekersrestaurant, het personeelsrestaurant, de koffiebar en/of het winkeltje. Welkom, kan ik u helpen? Ga lekker zitten! Je maakt een praatje en helpt iedereen zo goed mogelijk waar je kan. Een goed gevuld én netjes buffet, even kassa doen of het adviseren van een lekker/gezond hapje en drankje. De gasten zijn enorm tevreden met je vriendelijke service, je hebt een paar dikke complimenten gekregen. Top! Met jouw meelevende woorden geef je als horecamedewerker de gasten een klein steuntje in de rug. Met een lach of met een traan. Jij hebt weer het verschil gemaakt en ervoor gezorgd dat er toch een momentje plezier is. Je kunt de dag weer voldaan afsluiten.  Jouw ingrediënten  Iemand zijn dag net een beetje beter maken; werken in een ziekenhuis past bij jou;Het liefst heb je al wat horeca ervaring, maar ook als aanstormend talent kun je bij ons terecht!Je bent niet bang om je handen uit de mouwen te stekenDat werken in de horeca fysiek best pittig kan zijn weet je;Je bent 4 tot 38 uur per week beschikbaar in een flexibel uurrooster;Jij bent op en top gastgericht; je herkent de wensen en behoeften van de gast;Je schakelt makkelijk en staat open voor nieuwe manieren van werken.  Solliciteren  Heb je nog vragen? Mail deze dan naarrestaurant-aster@vermaatgroep.nlo.v.v. ZNA-vragen.Zie jij jezelf al helemaal werken bij het ZNA en heb je zin om deel uit te maken van ons team? Dan kijken wij uit naar jouw sollicitatie!Solliciteren doe je via de button onderaan deze pagina.  Statistics  Aantal keer bekeken:2110  OpdrachtgeverVermaat Groep - ZNA Cadix  Publicatiedatum  22.05.2025          Solliciteer zonder profielApply without a profilePostuler sans profile              restaurant-aster@vermaatgroep.nl  www.vermaatgroep.nl",Heb je nog vragen? Mail deze dan naarrestaurant-aster@vermaatgroep.nlo.v.v. ZNA-vragen.Zie jij jezelf al helemaal werken bij het ZNA en heb je zin om deel uit te maken van ons team? Dan kijken wij uit naar jouw sollicitatie!Solliciteren doe je via de button onderaan deze pagina.,Vermaat,Antwerpen,,naarrestaurant-aster@vermaatgroep.nlo,,
https://www.jobontop.be/vacatures/vacature-kelner-dienster-vast-of-flexi-4932018-13.html,"De charmante hoeve onderging een metamorfose. Een prachtige speeltuin, een groot terras, verwarmd en overdekt, net als de buitenbar. Binnen is het restaurant even gezellig met een grote veranda waar de sfeer van buiten fantastisch aanvoelt. Laat u dus verrassen …",LOTELINGtav SaraTurnhoutsebaan 5 a2970 Schildem:info@loteling-schilde.beOf solliciteer via de button onderaan deze advertentie.,,Turnhout,,info@loteling-schilde.beof,,2970 Schildem
https://www.jobontop.be/vacatures/vacature-hulp-kok-m-v-4932016-13.html,"De Engelis een sfeervol restaurant waar kwaliteit , service en vriendelijkheid tot de huisstijl behoort . Wij bieden u een ruime keuze aan vis- en vleesgerechten, maar onze specialiteit is mosselen.",De Engeltav Dhr Van Den BroeckLangestraat 122240 Zandhovent: 03/484.56.86m:Info@deengel.beOf solliciteer via de button onderaan deze advertentie.,Engel,Hove,,info@deengel.beof,03/484.56.86,De Engeltav Dhr Van Den BroeckLangestraat 122240 Zandhovent
